cui,cue,nombre_escuela,nombre_utm,perido,modelo,mac_address,ip_publica,latitud,longitud,direccion,bw_gb,clientes,wan_appliances,wan_carrier,access_points,bw_educacion,bw_web,bw_streaming,bw_calls,bw_socialmedia,bw_updates,bw_otros
1408848,140170400,SARGENTO CABRAL-BENGOLEA,UTM - BENGOLEA - SARGENTO CABRAL,feb-26,MX68,6c:c3:b2:62:25:09,148.227.74.156,-3.315.785,-6.367.743,"-33.1579,-63.6784","128,01",292,1,Starlink,2,"35,84","32,00","23,04","15,36","10,24","8,96","2,56"
1408931,140186100,MONSEÃ‘OR JOSE MARIA DAVILA-BOCA DEL RIO,UTM - BOCA DEL RIO,feb-26,MX68,6c:c3:b2:62:26:3d,148.227.74.156,-3.098.801,-6.293.095,"2369+QJV Marull, CÃ³rdoba","2,78",8,1,Starlink,2,"0,78","0,70","0,50","0,33","0,22","0,19","0,06"
1408564,140549700,I.P.E.M. N 380 ANA FRANK-BOUWER,UTM - BOUWER - ANA FRANK,feb-26,MX68,6c:c3:b2:62:26:33,168.196.113.248,-3.155.781,-641.927,"CRR4+VWF Bouwer, CÃ³rdoba","2,46",7,1,Starlink,2,"0,69","0,62","0,44","0,30","0,20","0,17","0,05"
1408104,140004701,ESCUELA NOCTURNA PAULO FREIRE ANEXO CETRAM II-BOUWER,UTM - BOUWER - PAULO FREIRE,feb-26,MX68,6c:c3:b2:62:26:5e,148.227.74.156,-3.149.676,-641.493,GV32+77W CÃ³rdoba,"4,03",14,1,Starlink,2,"1,13","1,01","0,72","0,48","0,32","0,28","0,08"
1407154,140034400,PIO ZARATE-BUENA VISTA,UTM - BUENA VISTA,feb-26,MX68,9c:e3:30:bf:95:c8,148.227.74.156,-3.139.194,-6.492.306,"J35G+6Q Tala CaÃ±ada, CÃ³rdoba","8,36",168,1,Starlink,2,"2,34","2,09","1,51","1,00","0,67","0,59","0,17"
1409255,140279700,AMBROSIO OLMOS-BULNES,UTM - BULNES,feb-26,MX68,6c:c3:b2:62:25:08,148.222.194.9,-3.355.764.254,-6.476.667.661,"-33.55764254,	-64.76667661","9,01",20,1,Starlink,2,"2,52","2,25","1,62","1,08","0,72","0,63","0,18"
1408944,140189100,I.P.E.A. NÂº 113 BRIG. GRAL. JUAN FACUNDO QUIROGA-CAÃ‘ADA DE LUQUE,UTM - CAÃ‘ADA DE LUQUE,feb-26,MX68,e4:55:a8:7d:3a:80,148.222.194.9,-3.073.469,-637.222,"778H+44F CaÃ±ada de Luque, CÃ³rdoba","14,41",28,1,Starlink,2,"4,04","3,60","2,59","1,73","1,15","1,01","0,29"
1408661,140336500,MARIANO MORENO-CAÃ‘ADA DE MACHADO,UTM - CAÃ‘ADA DE MACHADO,feb-26,MX68,08:f1:b3:7a:d6:24,148.222.194.9,-314.297.826,-635.857.478,"-31.4297826000,-63.5857478000","19,69",50,1,Starlink,2,"5,51","4,92","3,54","2,36","1,58","1,38","0,39"
1408238,140033500,DALMACIO VELEZ SARSFIELD-CAÃ‘ADA DE SALAS,UTM - CAÃ‘ADA DE SALAS,feb-26,MX68,6c:c3:b2:62:27:a1,200.189.31.244,-3.130.609.114,-651.971.207.828,"-31.30609114	,-65.1971207828","13,69",51,1,Starlink,2,"3,83","3,42","2,46","1,64","1,09","0,96","0,27"
1409112,140232100,ADOLFO ALSINA-CAÃ‘ADA DEL SAUCE,UTM - CAÃ‘ADA DEL SAUCE,feb-26,MX68,e4:55:a8:7d:3a:99,200.189.31.244,-323.768,-646.344,"-32.3768,-64.6344","40,55",743,1,Starlink,2,"11,35","10,14","7,30","4,87","3,24","2,84","0,81"
1408478,140084000,CONSTANCIO CECILIO VIGIL-CAÃ‘ADA DEL TALA,UTM - CAÃ‘ADA DEL TALA,feb-26,MX68,08:f1:b3:7a:cc:64,200.189.31.244,-3.040.516.934,-639.006.687.664,"-30.4051693400,	-63.9006687664","13,76",62,1,Starlink,2,"3,85","3,44","2,48","1,65","1,10","0,96","0,28"
1408216,140030000,SAN FRANCISCO SOLANO-CAÃ‘ADA HONDA,UTM - CAÃ‘ADA HONDA,feb-26,MX68,6c:c3:b2:62:26:55,143.105.136.205,-3.101.930.915,-64.772.117.077,"-31.0193091500,	-64.7721170770","1,72",44,1,Starlink,2,"0,48","0,43","0,31","0,21","0,14","0,12","0,03"
1408736,140258200,PRIMERA JUNTA-CAÃ‘ADA LARGA,UTM - CAÃ‘ADA LARGA,feb-26,MX68,e4:55:a8:7d:3a:28,143.105.136.205,-3.174.373.906,-649.800.929.397,"-31.7437390600,	-64.9800929397","79,12",192,1,Starlink,2,"22,15","19,78","14,24","9,49","6,33","5,54","1,58"
1408430,140078100,DOMINGO FRENCH-POCHO,UTM - CABALANGO,feb-26,MX68,08:f1:b3:7a:09:30,143.105.136.205,-3.148.839,-6.528.195,"GP69+J6V, Pocho, CÃ³rdoba","32,82",172,1,Starlink,2,"9,19","8,20","5,91","3,94","2,63","2,30","0,66"
1408400,140064700,RAFAEL OBLIGADO-CABINDO,UTM - CABINDO,feb-26,MX68,6c:c3:b2:4e:e1:e3,148.222.194.179,-309.876,-638.197,"-30.9876,-63.8197","8,92",60,1,Starlink,2,"2,50","2,23","1,61","1,07","0,71","0,62","0,18"
1409059,140297704,ESCUELA IPETYM N  63  - REPUBLICA DE ITALIA - ANEXO CACHI YACO-CACHI YACO,UTM - CACHI YACO,feb-26,MX68,e4:55:a8:7d:39:aa,148.222.194.179,-2.961.631,-6.406.219,"9WMQ+F4 Cachi Yaco, CÃ³rdoba","207,80",611,1,Starlink,6,"58,18","51,95","37,40","24,94","16,62","14,55","4,16"
1408566,140106500,GENERAL SAN MARTIN-CACHIYUYO,UTM - CACHIYUYO,feb-26,MX68,08:f1:b3:7c:95:ba,148.222.194.179,-305.434,-652.835,"-30.5434,-65.2835","12,19",55,1,Starlink,4,"3,41","3,05","2,19","1,46","0,98","0,85","0,24"
1409110,140231900,FLORENTINO AMEGHINO C_ALBERGUE-CALAMUCHITA,UTM - CALAMUCHITA - FLORENTINO AMEGHINO C_ALBERGUE,feb-26,MX68,6c:c3:b2:62:26:8b,148.222.222.236,-319.923.407.503,-64.906.155.239,"-31.9923407503,	-64.906155239","3,78",53,1,Starlink,2,"1,06","0,95","0,68","0,45","0,30","0,26","0,08"
1401973,140115800,I.P.E.M. NÂº 284 DOMINGO FAUSTINO SARMIENTO-CALCHIN,UTM - CALCHIN,feb-26,MX68,e4:55:a8:7d:3a:56,148.222.222.236,-3.166.869,-632.002,"8QJX+GWF CalchÃ­n, CÃ³rdoba","1,77",13,1,Starlink,2,"0,49","0,44","0,32","0,21","0,14","0,12","0,04"
1408842,140168200,DORA SANTANA DE PEREZ ARES-CALCHIN OESTE,UTM - CALCHIN OESTE,feb-26,MX68,08:f1:b3:79:f0:9c,148.222.222.236,-318.217,-633.399,"-31.8217,-63.3399","31,31",103,1,Starlink,2,"8,77","7,83","5,64","3,76","2,50","2,19","0,63"
1408228,140032100,I.P.E.A. N 236 EMILIO PRATAVIERA-CALCHIN OESTE,UTM - CALCHIN OESTE - EMILIO PRATAVIERA,feb-26,MX68,6c:c3:b2:4e:e0:0c,143.105.137.99,-3.186.299,-6.327.558,"4PPF+RQ3 CalchÃ­n Oeste, CÃ³rdoba","8,44",41,1,Starlink,2,"2,36","2,11","1,52","1,01","0,68","0,59","0,17"
1408932,140186200,12 DE octubre-CALLE PUBLICA,UTM - CALLE PUBLICA - 12 DE OCTUBRE ,feb-26,MX68,e4:55:a8:7d:39:85,143.105.137.99,-3.080.593.546,-6.317.324.293,"-30.80593546,	-63.17324293","108,68",233,1,Starlink,2,"30,43","27,17","19,56","13,04","8,69","7,61","2,17"
1409624,140405600,MANUEL BELGRANO-CALLE PUBLICA,UTM - CALLE PUBLICA - MANUEL BELGRNAO,feb-26,MX68,08:f1:b3:79:f9:24,143.105.137.99,-318.752,-650.305,"-31.8752,-65.0305","30,47",13,1,Starlink,2,"8,53","7,62","5,48","3,66","2,44","2,13","0,61"
1408126,140009800,MARIANO MORENO-CALLE PUBLICA ROSEDAL,UTM - CALLE PUBLICA ROSEDAL,feb-26,MX68,6c:c3:b2:4e:df:1c,143.105.137.240,-309.914,-63.167,"-30.9914,-63.1670","14,90",194,1,Starlink,2,"4,17","3,72","2,68","1,79","1,19","1,04","0,30"
1408927,140185700,PROVINCIA DE SAN JUAN-CALLE PUBLICA SN X5137,UTM - CALLE PUBLICA SN X5137,feb-26,MX68,6c:c3:b2:4e:e1:70,143.105.137.240,-309.763,-630.708,"-30.9763,-63.0708","1,27",17,1,Starlink,2,"0,36","0,32","0,23","0,15","0,10","0,09","0,03"
1409317,140315000,JOSE HERNANDEZ-CAMILO ALDAO,UTM - CAMILO ALDAO,feb-26,MX68,6c:c3:b2:4e:e1:6c,143.105.137.240,-330.385,-620.508,"-33.0385,-62.0508","25,34",66,1,Starlink,2,"7,09","6,33","4,56","3,04","2,03","1,77","0,51"
1408479,140298100,VICENTE LOPEZ Y PLANES-CAMINIAGA,UTM - CAMINIAGA,feb-26,MX68,6c:c3:b2:4e:e1:5c,143.105.137.240,-300.681.864,-640.514.879,"-30.0681864000,	-64.0514879000","11,97",65,1,Starlink,2,"3,35","2,99","2,15","1,44","0,96","0,84","0,24"
1409466,140360600,JUAN JOSE PASO-CAMPO 25 DE MAYO,UTM - CAMPO 25 DE MAYO,feb-26,MX68,6c:c3:b2:4e:e1:7f,143.105.137.240,-3.188.721,-6.282.518,-318.802.223,"37,17",91,1,Starlink,2,"10,41","9,29","6,69","4,46","2,97","2,60","0,74"
1409679,140434100,ALFONSINA STORNI-CAMPO ALEGRE,UTM - CAMPO ALEGRE,feb-26,MX68,08:f1:b3:de:9c:ac,143.105.137.240,-29.476.804,-64.294.028,"-29.476804, -64.294028","2,42",62,1,Starlink,2,"0,68","0,60","0,43","0,29","0,19","0,17","0,05"
1409009,140200700,GENERAL JOSE DE SAN MARTIN-CAMPO AMPURDAN,UTM - CAMPO AMPURDAN,feb-26,MX68,6c:c3:b2:4d:1b:40,148.227.74.76,-3.390.469,-6.383.805,"35W6+4QG Gral. Levalle, CÃ³rdoba","5,87",54,1,Starlink,2,"1,64","1,47","1,06","0,70","0,47","0,41","0,12"
1408198,140026500,BARTOLOME MITRE-CAMPO AMBROGGIO,UTM - CAMPO AMROGGIO,feb-26,MX68,e4:55:a8:8f:05:de,148.227.74.76,-31.804.809.697.325.200,-63.036.322.996.463.700,"-31.804809697325247, -63.036322996463795","7,87",71,1,Starlink,2,"2,20","1,97","1,42","0,94","0,63","0,55","0,16"
1408849,140170600,BIALET MASSE-CAMPO ANCHORENA,UTM - CAMPO ANCHORENA,feb-26,MX68,08:f1:b3:7a:c7:43,148.227.74.76,-329.947,-634.149,"-32.9947,-63.4149","2,10",59,1,Starlink,2,"0,59","0,53","0,38","0,25","0,17","0,15","0,04"
1408403,140065100,SUBALFEREZ GUILLERMO NASSIF-CAMPO COLUMBO,UTM - CAMPO COLUMBO,feb-26,MX68,6c:c3:b2:62:24:fd,148.222.223.133,-308.793,-638.354,"-30.8793,-63.8354","31,40",222,1,Starlink,2,"8,79","7,85","5,65","3,77","2,51","2,20","0,63"
1408494,140086900,MARTIN FIERRO-CAMPO EL CABURE,UTM - CAMPO EL CABURE,feb-26,MX68,6c:c3:b2:62:26:9d,148.222.223.133,-32.132.749,-63.404.913,"-32.132749,	-63.404913","25,94",60,1,Starlink,2,"7,26","6,48","4,67","3,11","2,08","1,82","0,52"
1409469,140360900,25 DE mayo-CAMPO EL PINO,UTM - CAMPO EL PINO,feb-26,MX68,6c:c3:b2:62:26:cd,148.222.223.133,-3.194.382.743,-626.362.488.236,"-31.9438274300,	-62.6362488236","13,37",208,1,Starlink,2,"3,74","3,34","2,41","1,60","1,07","0,94","0,27"
1408189,140024100,JOSE MANUEL ESTRADA-CAMPO EL POLVORIN,UTM - CAMPO EL POLVORIN,feb-26,MX68,6c:c3:b2:4e:e1:d3,148.222.223.133,-3.182.874,-6.315.805,"5RCR+GQ4 Carrilobo, CÃ³rdoba","5,46",60,1,Starlink,2,"1,53","1,37","0,98","0,66","0,44","0,38","0,11"
1408190,140024200,BERNARDINO RIVADAVIA-CAMPO EL TACO,UTM - CAMPO EL TACO,feb-26,MX68,6c:c3:b2:62:27:77,148.222.223.133,-319.007,-629.513,"-31.9007,-62.9513","36,07",55,1,Starlink,2,"10,10","9,02","6,49","4,33","2,89","2,53","0,72"
1408814,140165000,12 DE octubre-CAMPO FALCO,UTM - CAMPO FALCO,feb-26,MX68,6c:c3:b2:62:26:5a,148.222.223.133,-31.441,-633.712,"-31.4410,-63.3712","11,77",98,1,Starlink,2,"3,29","2,94","2,12","1,41","0,94","0,82","0,24"
1408622,140115500,GABRIELA MISTRAL-CAMPO FICHETTI,UTM - CAMPO FICHETTI,feb-26,MX68,9c:e3:30:bf:98:ae,148.222.223.133,-317.488,-633.784,"-31.7488,-63.3784","1,56",7,1,Starlink,2,"0,44","0,39","0,28","0,19","0,12","0,11","0,03"
1408277,140039600,OLEGARIO VICTOR ANDRADE-CAMPO FIORETTA,UTM - CAMPO FIORETTA,feb-26,MX68,e4:55:a8:b4:bb:7a,148.222.222.236,-322.375.162,-636.930.005,"-32.2375162, -63.6930005","6,37",54,1,Starlink,2,"1,78","1,59","1,15","0,76","0,51","0,45","0,13"
1409044,140210600,GENERAL MARTIN GUEMES-CAMPO GIODA,UTM - CAMPO GIODA,feb-26,MX68,e4:55:a8:8f:06:08,148.222.222.236,-3.212.069,-6.468.819,"V8H6+PP Villa Yacanto, CÃ³rdoba","192,57",181,1,Starlink,2,"53,92","48,14","34,66","23,11","15,41","13,48","3,85"
1408699,140134400,LUCIO VICTORINO MANSILLA-CAMPO LA ADELA,UTM - CAMPO LA ADELA,feb-26,MX68,08:f1:b3:7a:73:fb,148.222.222.236,-3.481.881,-6.338.569,47QR5JJ7+FP,"3,48",40,1,Starlink,2,"0,98","0,87","0,63","0,42","0,28","0,24","0,07"
1408899,140181600,SAN ISIDRO LABRADOR-CAMPO LA AGUADA,UTM - CAMPO LA AGUADA,feb-26,MX68,6c:ef:bd:cb:ff:7b,148.222.194.60,-3.300.994,-6.462.556,47RQX9RF+2Q,"11,42",130,1,Starlink,2,"3,20","2,85","2,06","1,37","0,91","0,80","0,23"
1408157,140017700,ALMAFUERTE-AUSONIA - CAMPO LA ALEJANDRA,UTM - CAMPO LA ALEJANDRA,feb-26,MX68,e4:55:a8:8f:05:b4,148.222.194.60,-3.264.764.461,-63.163.204,"-32.64764461,	-63.163204","98,09",184,1,Starlink,2,"27,46","24,52","17,66","11,77","7,85","6,87","1,96"
1408768,140149800,ELISEO GARCIA-CAMPO LA VICTORIA,UTM - CAMPO LA VICTORIA,feb-26,MX68,08:f1:b3:7a:5c:37,148.222.194.60,-3.144.289,-6.277.814,"H64C+RPX El TÃ­o, CÃ³rdoba","6,95",61,1,Starlink,1,"1,95","1,74","1,25","0,83","0,56","0,49","0,14"
1408516,140096900,JUAN LAVALLE-CAMPO LAS VIBORAS,UTM - CAMPO LAS VIBORAS,feb-26,MX68,e4:55:a8:b4:ba:54,148.222.223.34,-3.154.255,-6.261.435,-3.156.178.125,"10,51",85,1,Starlink,2,"2,94","2,63","1,89","1,26","0,84","0,74","0,21"
1408493,140086800,DOMINGO FAUSTINO SARMIENTO-CAMPO LOS PRADOS,UTM - CAMPO LOS PRADOS,feb-26,MX68,e4:55:a8:7d:30:12,148.222.223.34,-32.348.684,-6.310.794,"-32.348684, -63.10794","33,97",189,1,Starlink,2,"9,51","8,49","6,11","4,08","2,72","2,38","0,68"
1408788,140151700,FRAY MAMERTO ESQUIU-CAMPO LOS ZORROS,UTM - CAMPO LOS ZORROS,feb-26,MX68,14:9f:43:29:94:a1,148.222.223.34,-314.688.918,-627.007.234,"-31.4688918,	-62.7007234","148,50",304,1,Starlink,2,"41,58","37,12","26,73","17,82","11,88","10,39","2,97"
1409553,140384800,RICARDO GUTIERREZ-CAMPO MARTINELLI,UTM - CAMPO MARTINELLI,feb-26,MX68,6c:c3:b2:4e:e3:97,143.105.136.221,-3.231.819,-6.411.006,47VQMVJQ+PX,"12,33",91,1,Starlink,2,"3,45","3,08","2,22","1,48","0,99","0,86","0,25"
1408231,140032400,MANUEL BELGRANO-CAMPO MARTOLINO,UTM - CAMPO MARTOLINO,feb-26,MX68,e4:55:a8:7d:3a:30,143.105.136.221,-3.200.571,-6.334.495,"XMV4+P27 Colazo, CÃ³rdoba","18,29",179,1,Starlink,2,"5,12","4,57","3,29","2,20","1,46","1,28","0,37"
1409306,140310100,COMBATE DE SAN LORENZO-CAMPO MENDOZA,UTM - CAMPO MENDOZA,feb-26,MX68,08:f1:b3:7a:d3:9a,143.105.136.221,-317.684.006,-623.523.254,"-31.7684006,	-62.3523254","4,47",170,1,Starlink,2,"1,25","1,12","0,80","0,54","0,36","0,31","0,09"
1408803,140160700,NICOLAS AVELLANEDA-CAMPO NIGRO NORTE,UTM - CAMPO NIGRO NORTE,feb-26,MX68,6c:c3:b2:4e:e4:75,148.222.194.253,-3.203.138.683,-6.347.852.215,"-32.03138683,	-63.47852215","12,51",87,1,Starlink,2,"3,50","3,13","2,25","1,50","1,00","0,88","0,25"
1408260,140036900,NARCISO LAPRIDA-CAMPO OJO DE AGUA,UTM - CAMPO OJO DE AGUA,feb-26,MX68,e4:55:a8:7d:3a:12,148.222.194.253,-3.245.129.926,-6.361.487.794,"-32.45129926,	-63.61487794","30,06",74,1,Starlink,2,"8,42","7,52","5,41","3,61","2,40","2,10","0,60"
1409568,140387600,REMEDIOS ESCALADA DE SAN MARTIN-CAMPO SANTA MARIA,UTM - CAMPO SANTA MARIA,feb-26,MX68,08:f1:b3:7a:d5:6e,2803:9810:b6ec:f108:af1:b3ff:fe7a:d56f,-3.277.981,-6.423.544,"6QC7+3R Alcira Gigena, CÃ³rdoba","204,58",569,1,Starlink,2,"57,28","51,15","36,82","24,55","16,37","14,32","4,09"
1408855,140171900,FRENCH Y BERUTTI-CAMPO SANTA RITA,UTM - CAMPO SANTA RITA,feb-26,MX68,6c:c3:b2:62:27:c2,148.227.75.250,-3.266.210.149,-624.508.944,"-32.66210149,	-62.4508944","3,51",26,1,Starlink,2,"0,98","0,88","0,63","0,42","0,28","0,25","0,07"
1408305,140050500,ESTEBAN ECHEVERRIA-CAMPO SANTA TERESA,UTM - CAMPO SANTA TERESA,feb-26,MX68,e4:55:a8:7d:3a:73,200.189.31.165,-3.219.644,-6.287.181,"R43H+C7 Silvio Pellico, CÃ³rdoba","33,07",210,1,Starlink,6,"9,26","8,27","5,95","3,97","2,65","2,31","0,66"
1408839,140167600,DOCTOR ANTONIO SOBRAL-CAMPO SCARAMUZZA,UTM - CAMPO SCARAMUZZA,feb-26,MX68,08:f1:b3:79:39:7e,148.227.75.250,-3.187.336,-6.357.795,"4CGC+MR3 Oncativo, CÃ³rdoba","41,94",387,1,Starlink,6,"11,74","10,49","7,55","5,03","3,36","2,94","0,84"
1408815,140165100,GENERAL MANUEL BELGRANO-CAMPO YAÃ‘EZ,UTM - CAMPO YAÃ‘EZ,feb-26,MX68,6c:ef:bd:cb:bb:25,148.227.75.118,-314.606,-632.961,"-31.4606,-63.2961","139,12",313,1,Starlink,5,"38,95","34,78","25,04","16,69","11,13","9,74","2,78"
1409435,140353400,COMANDANTE LUIS PIEDRABUENA-CANALS,UTM - CANALS - COMANDANTE LUIS PIEDRABUENA,feb-26,MX68,e4:55:a8:8f:04:eb,148.227.75.118,-3.359.459,-6.298.261,"C248+5X6 Canals, CÃ³rdoba","7,07",183,1,Starlink,2,"1,98","1,77","1,27","0,85","0,57","0,49","0,14"
1408759,140148200,JULIO ARGENTINO ROCA-CANALS,UTM - CANALS - JULIO A. ROCA,feb-26,MX68,08:f1:b3:7a:8d:86,148.227.75.118,-3.347.931,-6.295.644,47RVG2CV+7C,"109,48",250,1,Starlink,2,"30,66","27,37","19,71","13,14","8,76","7,66","2,19"
1408406,140283100,GENERAL ALVAREZ DE ARENALES-CANDELARIA SUD,UTM - CANDELARIA SUD,feb-26,MX68,e4:55:a8:b4:ac:3d,200.189.31.144,-308.388,-638.004,"-30.8388,-63.8004","12,55",48,1,Starlink,2,"3,51","3,14","2,26","1,51","1,00","0,88","0,25"
1409000,140198800,J.DE INF. TTE. GRAL. JUAN CARLOS SANCHEZ-CANTERAS EL SAUCE,UTM - CANTERAS EL SAUCE,feb-26,MX68,e4:55:a8:7d:28:25,200.189.31.144,-3.108.879,-6.431.002,"WM6Q+FXQ El Sauce, CÃ³rdoba","174,74",743,1,Starlink,2,"48,93","43,68","31,45","20,97","13,98","12,23","3,49"
1408253,140036100,JUANA PAULA MANSO-CANTERAS QUILPO,UTM - CANTERAS QUILPO,feb-26,MX68,14:9f:43:29:83:6a,2803:9810:b59a:4a08:169f:43ff:fe29:836b,-308.335,-646.988,"-30.8335,-64.6988","56,98",679,1,Starlink,4,"15,95","14,24","10,26","6,84","4,56","3,99","1,14"
1409802,140508700,I.P.E.M. No 328 NUESTRA SEÃ‘ORA DE LOS REMEDIOS-CAPILLA DE LOS REMEDIOS,UTM - CAPILLA DE LOS REMEDIOS,feb-26,MX68,6c:c3:b2:4c:5e:74,153.67.181.66,-3.142.944,-6.383.269,47WRH5C8+6W,"5,35",11,1,Starlink,2,"1,50","1,34","0,96","0,64","0,43","0,37","0,11"
1409465,140360500,MARTINIANO FREITES-CAPILLA DE SAN ANTONIO,UTM - CAPILLA DE SAN ANTONIO,feb-26,MX68,e4:55:a8:54:0c:59,153.67.181.66,-3.151.714,-6.282.206,"-31.5104502000,-62.8208412000","15,65",131,1,Starlink,2,"4,38","3,91","2,82","1,88","1,25","1,10","0,31"
1408946,140575700,I.P.E.M. NÂº 432-CAPILLA DE SITON,UTM - CAPILLA DE SITON,feb-26,MX68,08:f1:b3:75:5f:11,153.67.181.66,-3.057.379,-6.365.248,"C8GX+F2J Capilla de SitÃ³n, CÃ³rdoba","23,99",116,1,Starlink,2,"6,72","6,00","4,32","2,88","1,92","1,68","0,48"
1408624,140115900,ALMAFUERTE-CAPILLA DEL CARMEN,UTM - CAPILLA DEL CARMEN - ALMAFUERTE,feb-26,MX68,6c:ef:bd:cb:ee:b5,200.189.31.109,-3.152.981,-632.677,"FPCJ+3WF Arroyo de Alvarez, CÃ³rdoba","13,74",99,1,Starlink,2,"3,85","3,44","2,47","1,65","1,10","0,96","0,27"
1409594,140396703,I.P.E.M. N 148 - GENERAL JOSE MARIA PAZ - ANEXO CAPILLA DEL CARMEN-CAPILLA DEL CARMEN,UTM - CAPILLA DEL CARMEN - JOSE MARIA PAZ ANEXO,feb-26,MX68,e4:55:a8:8e:ff:35,200.189.31.109,-315.322,-633.194,"-31.5322,-63.3194","14,70",70,1,Starlink,2,"4,11","3,67","2,65","1,76","1,18","1,03","0,29"
1408217,140030100,PATRICIAS ARGENTINAS-CAPILLA LA CANDELARIA,UTM - CAPILLA LA CANDELARIA,feb-26,MX68,08:f1:b3:7c:c2:c5,200.189.31.109,-31.097,-648.556,"-31.0970,-64.8556","12,97",276,1,Starlink,2,"3,63","3,24","2,33","1,56","1,04","0,91","0,26"
1408372,140059800,ALMAFUERTE-CAROLINA,UTM - CAROLINA,feb-26,MX68,6c:c3:b2:4c:5d:6d,148.227.69.218,-33.523.976,-64.212.945,"-33.523976, -64.212945","6,03",75,1,Starlink,2,"1,69","1,51","1,09","0,72","0,48","0,42","0,12"
1408197,140246700,ESCUELA PTE. JULIO A. ROCA-CARRILOBO,UTM - CARRILOBO,feb-26,MX68,e4:55:a8:54:0c:89,148.227.69.218,-3.187.579,-6.311.652,"4VFM+M9Q Carrilobo, CÃ³rdoba","7,98",27,1,Starlink,2,"2,24","2,00","1,44","0,96","0,64","0,56","0,16"
1408243,140033900,JOSE GABRIEL BROCHERO-CASA BLANCA,UTM - CASA BLANCA,feb-26,MX68,14:9f:43:29:6f:75,148.227.69.218,-3.137.372.505,-651.582.720.003,"-31.37372505	,-65.1582720003","69,57",492,1,Starlink,6,"19,48","17,39","12,52","8,35","5,57","4,87","1,39"
1408439,140076300,GENERAL JOSE DE SAN MARTIN-CASA GRANDE,UTM - CASA GRANDE,feb-26,MX68,6c:ef:bd:cb:9b:0c,129.224.215.48,-31.154.486,-64.472.965,"-31.1544860000,-64.4729650000","1,50",10,1,Starlink,2,"0,42","0,38","0,27","0,18","0,12","0,11","0,03"
1408559,140105600,INDEPENDENCIA ARGENTINA-CASEROS CENTRO,UTM - CASEROS CENTRO,feb-26,MX68,e4:55:a8:7d:2f:58,129.224.215.48,-3.156.157.213,-641.475.507.083,"-31.5615721300,-64.1475507083","0,61",13,1,Starlink,2,"0,17","0,15","0,11","0,07","0,05","0,04","0,01"
1409325,140317300,DALMACIO VELEZ SARSFIELD-CASEROS ESTE,UTM - CASEROS ESTE,feb-26,MX68,08:f1:b3:7a:55:69,129.224.215.48,-315.198,-640.453,"-31.5198,-64.0453","0,89",11,1,Starlink,2,"0,25","0,22","0,16","0,11","0,07","0,06","0,02"
1409060,140216200,FRAY MAMERTO ESQUIU-CASPICUCHANA,UTM - CASPICUCHANA,feb-26,MX68,6c:c3:b2:4e:e5:c1,148.227.74.96,-298.153,-64.068,"-29.8153,-64.0680","62,11",278,1,Starlink,2,"17,39","15,53","11,18","7,45","4,97","4,35","1,24"
1409439,140354400,PRESIDENTE SARMIENTO-CAYUQUEO,UTM - CAYUQUEO,feb-26,MX68,6c:c3:b2:4e:e3:cc,148.227.74.96,-3.280.094,-6.311.769,47VR5VXJ+JW,"107,78",201,1,Starlink,5,"30,18","26,94","19,40","12,93","8,62","7,54","2,16"
1408710,140138900,25 DE mayo-CERRO BOLA,UTM - CERRO BOLA,feb-26,MX68,6c:c3:b2:4e:e4:b5,148.227.74.96,-3.127.388.825,-653.393.955.495,"-31.27388825,-65.3393955495","1,11",9,1,Starlink,2,"0,31","0,28","0,20","0,13","0,09","0,08","0,02"
1409131,140236700,25 DE MAYO-CERRO COLORADO,UTM - CERRO COLORADO - 25 DE MAYO,feb-26,MX68,6c:c3:b2:4e:e5:52,148.227.74.96,-3.241.856,-6.468.719,47VQH8J7+H4,"71,09",155,1,Starlink,2,"19,91","17,77","12,80","8,53","5,69","4,98","1,42"
1408654,140124100,LUCIANO ARGÃœELLO-CERRO COLORADO,UTM - CERRO COLORADO - LUCIANO ARGÃœELLO,feb-26,MX68,6c:c3:b2:4e:e3:bb,148.227.74.96,-300.967.523,-639.328.505,"-30.0967523000,	-63.9328505000","29,48",44,1,Starlink,4,"8,25","7,37","5,31","3,54","2,36","2,06","0,59"
1408642,140119300,ENRIQUE E. PESCARMONA-CERRO PELADO,UTM - CERRO PELADO,feb-26,MX68,6c:c3:b2:4e:e5:86,148.227.74.96,-3.222.059,-6.463.912,-322.183.924,"4,92",47,1,Starlink,2,"1,38","1,23","0,89","0,59","0,39","0,34","0,10"
1408906,140182700,BARTOLOME MITRE-CERRO SAN LORENZO,UTM - CERRO SAN LORENZO,feb-26,MX68,9c:e3:30:bf:95:12,148.227.74.96,-3.245.419,-6.459.019,"GCW5+8W RÃ­o de los Sauces, CÃ³rdoba","7,07",40,1,Starlink,2,"1,98","1,77","1,27","0,85","0,57","0,49","0,14"
1408632,140118200,GUILLERMO MARTINEZ PIZARRO-CHAÃ‘AR VIEJO,UTM - CHAÃ‘AR VIEJO,feb-26,MX68,6c:c3:b2:4e:e2:5f,143.105.136.190,-299.990.457,-638.520.639,"-29.9990457000,	-63.8520639000","8,02",82,1,Starlink,2,"2,25","2,01","1,44","0,96","0,64","0,56","0,16"
