cui,cue,nombre_escuela,nombre_utm,perido,modelo,mac_address,ip_publica,latitud,longitud,direccion,bw_gb,clientes,wan_appliances,wan_carrier,access_points,bw_educacion,bw_web,bw_streaming,bw_calls,bw_socialmedia,bw_updates,bw_otros
1409707,140468100,HAYDEE PONSSA LUQUE DE PACHECO-CHARACATO,UTM - CHARACATO,sept-25,MX68,6c:c3:b2:62:27:d0,148.222.223.154,-3.112.684.492,-647.382.336.472,"-31.1268449200,	-64.7382336472","3,39",30,1,Starlink,2,"0,95","0,85","0,61","0,41","0,27","0,24","0,07"
1409211,140263900,PAULA ALBARRACIN DE SARMIENTO-CHARBONIER,UTM - CHARBONIER - PAULA ALBARRACIN DE SARMIENTO,sept-25,MX68,e4:55:a8:7d:39:bb,148.222.223.154,-307.755.148,-645.435.044,"-30.7755148	,-64.5435044","1,09",44,1,Starlink,2,"0,30","0,27","0,20","0,13","0,09","0,08","0,02"
1409312,140312801,I.P.E.M. N 324 - JOSE MANUEL ESTRADA - ANEXO CHILIBROSTE-CHILIBROSTE,UTM - CHILIBROSTE - JOSE M. ESTRADA,sept-25,MX68,08:f1:b3:7b:7d:77,148.222.223.154,-3.233.206,-6.251.067,"MF9Q+5PG Chilibroste, CÃ³rdoba","6,58",119,1,Starlink,2,"1,84","1,64","1,18","0,79","0,53","0,46","0,13"
1408391,140281800,GENERAL MARTIN MIGUEL DE GUEMES-CHUÃ‘A,UTM - CHUÃ‘A,sept-25,MX68,6c:c3:b2:4e:e4:81,148.227.74.222,-304.692,-646.665,"-30.4692,-64.6665","7,94",62,1,Starlink,2,"2,22","1,98","1,43","0,95","0,63","0,56","0,16"
1409687,140447701,I.P.E.M. N 29 - FELIPE GALIZIA - ANEXO CHUCUL-CHUCUL,UTM - CHUCUL ANEXO,sept-25,MX68,e4:55:a8:7d:3a:48,148.227.74.222,-330.111,-641.688,"-33.0111,-64.1688","157,81",790,1,Starlink,5,"44,19","39,45","28,41","18,94","12,63","11,05","3,16"
1409219,140268100,BERNARDO DE MONTEAGUDO-CIENAGA DE ALLENDE,UTM - CIENAGA DE ALLENDE,sept-25,MX68,08:f1:b3:7d:25:f2,148.227.74.222,-317.459,-651.154,"-31.7459,-65.1154","8,70",84,1,Starlink,2,"2,44","2,17","1,57","1,04","0,70","0,61","0,17"
1409474,140564301,I.P.E.M. N 407 - ANEXO CIENAGA DE ALLENDE-CIENAGA DE ALLENDE,UTM - CIENAGA DE ALLENDE ANEXO,sept-25,MX68,6c:c3:b2:4d:1b:97,148.227.121.157,-317.446.749,-65.116.314,"-31.7446749000,	-65.1163140000","85,95",321,1,Starlink,4,"24,07","21,49","15,47","10,31","6,88","6,02","1,72"
1464951,140253000,NICOLAS RODRIGUEZ PEÃ‘A-CIENAGA DE BRITOS,UTM - CIENAGA DE BRITOS,sept-25,MX68,e4:55:a8:54:0f:7e,148.227.121.157,-312.512,-649.388,"-31.2512,-64.9388","7,66",173,1,Starlink,2,"2,15","1,92","1,38","0,92","0,61","0,54","0,15"
1408711,140139000,COMANDANTE ROSENDO LEAL-CIENAGA DEL CORO,UTM - CIENAGA DEL CORO,sept-25,MX68,14:9f:43:29:9a:92,148.227.121.157,-310.411,-652.825,"-31.0411,-65.2825","55,53",939,1,Starlink,5,"15,55","13,88","10,00","6,66","4,44","3,89","1,11"
1409502,140373000,NICOLAS RODRIGUEZ PEÃ‘A-CINTRA,UTM - CINTRA,sept-25,MX68,6c:c3:b2:4e:e4:ae,153.67.7.171,-324.642,-627.427,"-32.4642,-62.7427","107,70",493,1,Starlink,5,"30,16","26,93","19,39","12,92","8,62","7,54","2,15"
1408233,140371400,ESCUELA SEMANA DE MAYO-COLAZO,UTM - COLAZO ,sept-25,MX68,e4:55:a8:7d:38:d1,153.67.7.171,-3.196.399,-6.338.189,"2JP9+C65 Colazo, CÃ³rdoba","94,75",495,1,Starlink,2,"26,53","23,69","17,06","11,37","7,58","6,63","1,90"
1409316,140314100,MARTIN GUEMES-COLONIA 25 LOS SURGENTES,UTM - COLONIA 25 LOS SURGENTES,sept-25,MX68,08:f1:b3:7d:b7:14,153.67.7.171,-3.288.894,-6.194.919,"4362+C8 Col. Veinticinco, CÃ³rdoba","57,51",127,1,Starlink,2,"16,10","14,38","10,35","6,90","4,60","4,03","1,15"
1409360,140325900,LEOPOLDO LUGONES-COLONIA ADELA,UTM - COLONIA ADELA,sept-25,MX68,6c:c3:b2:62:24:f7,153.67.7.40,-317.122.868,-632.539.693,"-31.7122868,	-63.2539693","39,45",503,1,Starlink,5,"11,05","9,86","7,10","4,73","3,16","2,76","0,79"
1408193,140028400,DR. RAMON J. CARCANO-COLONIA ANITA,UTM - COLONIA ANITA,sept-25,MX68,6c:c3:b2:4e:70:02,153.67.7.40,-3.111.788,-6.224.414,-3.111.889.184,"163,69",437,1,Starlink,2,"45,83","40,92","29,46","19,64","13,09","11,46","3,27"
1408510,140572801,I.P.E.M. N 421 - ANEXO COLONIA ARGENTINA,UTM - COLONIA ARGENTINA ANEXO,sept-25,MX68,6c:c3:b2:4e:70:85,153.67.7.40,-3.418.394,-6.441.594,47QQRH8M+CJ,"10,72",50,1,Starlink,2,"3,00","2,68","1,93","1,29","0,86","0,75","0,21"
1408684,140573602,I.P.E.M. N 425 - ANEXO COLONIA BEIRO-COLONIA BEIRO,UTM - COLONIA BEIRO,sept-25,MX68,6c:c3:b2:4e:70:8c,153.67.7.40,-3.070.594,-6.190.381,47XW73VW+JF,"12,82",273,1,Starlink,2,"3,59","3,21","2,31","1,54","1,03","0,90","0,26"
1408314,140390800,BERNARDINO RIVADAVIA-COLONIA BISMARCK,UTM - COLONIA BISMARCK,sept-25,MX68,6c:c3:b2:4e:70:87,153.67.7.40,-3.330.191,-6.271.467,"M7XP+64P Col. Bismarck, CÃ³rdoba","82,80",315,1,Starlink,2,"23,18","20,70","14,90","9,94","6,62","5,80","1,66"
1408192,140025300,ARMADA ARGENTINA-COLONIA CEFERINA,UTM - COLONIA CEFERINA,sept-25,MX68,6c:c3:b2:4e:70:6b,153.67.7.40,-3.104.114,-6.212.958,"XV5C+G5V PorteÃ±a, CÃ³rdoba","5,54",96,1,Starlink,2,"1,55","1,38","1,00","0,66","0,44","0,39","0,11"
1409107,140230900,JOSE DE SAN MARTIN-COLONIA COCHA,UTM - COLONIA COCHA,sept-25,MX68,9c:e3:30:bf:98:5a,2803:9810:b513:1308:9ee3:30ff:febf:985b,-3.194.543,-6.392.994,-31.946447 -63.930316,"2,61",15,1,Starlink,2,"0,73","0,65","0,47","0,31","0,21","0,18","0,05"
1408861,140172600,GREGORIA MATORRAS DE SAN MARTIN-COLONIA CORRAL DE GUARDIA,UTM - COLONIA CORRAL DE GUARDIA,sept-25,MX68,6c:c3:b2:62:27:a4,148.227.75.201,-320.324,-626.316,"-32.0324,-62.6316","7,14",129,1,Starlink,2,"2,00","1,79","1,29","0,86","0,57","0,50","0,14"
1408102,140004400,JUSTO JOSE DE URQUIZA-COLONIA COSME SUD,UTM - COLONIA COSME SUD,sept-25,MX68,e4:55:a8:7d:39:cc,148.227.75.201,-3.175.328.437,-640.786.001.989,"-31.7532843700,	-64.0786001989","59,67",140,1,Starlink,1,"16,71","14,92","10,74","7,16","4,77","4,18","1,19"
1409327,140317401,I.P.E.M. N 107 - REINO DE ESPAÃ‘A - ANEXO COSME SUD-COLONIA COSME SUD,UTM - COLONIA COSME SUD ANEXO,sept-25,MX68,08:f1:b3:79:f0:a9,148.227.75.201,-317.265,-641.137,"-31.7265,-64.1137","3,45",18,1,Starlink,2,"0,97","0,86","0,62","0,41","0,28","0,24","0,07"
1408614,140114200,FRANCISCO PERITO MORENO-COLONIA COYUNDA,UTM - COLONIA COYUNDA,sept-25,MX68,6c:c3:b2:62:25:a7,148.222.222.103,-311.792,-629.541,"-31.1792,-62.9541","86,13",226,1,Starlink,2,"24,12","21,53","15,50","10,34","6,89","6,03","1,72"
1408606,140113200,JOSE DE SAN MARTIN-COLONIA EL CARMEN,UTM - COLONIA DEL CARMEN,sept-25,MX68,e4:55:a8:7d:39:db,148.222.222.103,-330.972,-644.308,"-33.0972,-64.4308","13,50",104,1,Starlink,2,"3,78","3,38","2,43","1,62","1,08","0,95","0,27"
1408985,140195200,MARIANO MORENO-COLONIA DOLORES,UTM - COLONIA DOLORES,sept-25,MX68,08:f1:b3:79:f1:52,148.222.222.103,-3.276.009.992,-639.572.567.769,"-32.7600999200, -63.9572567769","11,91",100,1,Starlink,2,"3,33","2,98","2,14","1,43","0,95","0,83","0,24"
1408683,140132700,FRAY MAMERTO ESQUIU-COLONIA DOS HERMANOS,UTM - COLONIA DOS HERMANOS - FRAY MAMERTO ESQUIU,sept-25,MX68,6c:c3:b2:62:26:1e,153.67.15.67,-30.582.279,-62.071.679,"-30.582279, -62.071679","3,18",116,1,Starlink,2,"0,89","0,79","0,57","0,38","0,25","0,22","0,06"
1408592,140132400,LISANDRO DE LA TORRE-COLONIA DOS HERMANOS,UTM - COLONIA DOS HERMANOS - LISANDRO DE LA TORRE,sept-25,MX68,e4:55:a8:7d:3a:94,153.67.15.67,-306.259,-620.322,"-30.6259,-62.0322","26,84",289,1,Starlink,6,"7,51","6,71","4,83","3,22","2,15","1,88","0,54"
1408858,140172300,MANUEL BELGRANO-COLONIA EL ACEQUION,UTM - COLONIA EL ACEQUION,sept-25,MX68,08:f1:b3:7a:d0:e9,153.67.15.67,-3.225.446.213,-6.281.378.183,"-32.25446213, -62.81378183","4,79",139,1,Starlink,2,"1,34","1,20","0,86","0,57","0,38","0,34","0,10"
1408729,140143200,FORTIN EL ARBOL-COLONIA EL ARBOL,UTM - COLONIA EL ARBOL,sept-25,MX68,6c:c3:b2:4d:1c:77,143.105.136.43,-343.339,-640.002,"-34.3339,-64.0002","11,20",45,1,Starlink,2,"3,14","2,80","2,02","1,34","0,90","0,78","0,22"
1408546,140103700,MARIANO MORENO-COLONIA EL CHAJA,UTM - COLONIA EL CHAJA,sept-25,MX68,e4:55:a8:7d:1b:19,143.105.136.43,-327.396,-623.648,"-32.7396,-62.3648","2,87",64,1,Starlink,2,"0,80","0,72","0,52","0,34","0,23","0,20","0,06"
1409415,140348701,I.P.E.M. N 102 - JUAN ANGEL VEZIE - ANEXO COLONIA EL DORADO-COLONIA EL DORADO,UTM - COLONIA EL DORADO,sept-25,MX68,14:9f:43:29:7e:ff,143.105.136.43,-338.626,-627.077,"-33.8626,-62.7077","8,62",47,1,Starlink,2,"2,41","2,15","1,55","1,03","0,69","0,60","0,17"
1408520,140097500,GAUCHOS ARGENTINOS-COLONIA EL MILAGRO,UTM - COLONIA EL MILAGRO,sept-25,MX68,6c:ef:bd:cb:74:e0,148.222.223.70,-3.129.531,-6.312.594,47WRPV3F+VJ,"2,81",49,1,Starlink,2,"0,79","0,70","0,51","0,34","0,22","0,20","0,06"
1408519,140097200,REMEDIOS ESCALADA DE SAN MARTIN-COLONIA EL MILAGRO OESTE,UTM - COLONIA EL MILAGRO OESTE,sept-25,MX68,e4:55:a8:8f:00:0e,148.222.223.70,-3.145.744,-6.237.044,47WVGJVH+2R,"1,42",51,1,Starlink,2,"0,40","0,36","0,26","0,17","0,11","0,10","0,03"
1408731,140143500,DOCTOR DALMACIO VELEZ SARSFIELD-COLONIA EL NOY,UTM - COLONIA EL NOY,sept-25,MX68,9c:e3:30:bf:a2:24,148.222.223.70,-343.423,-638.849,"-34.3423,-63.8849","2,05",22,1,Starlink,2,"0,57","0,51","0,37","0,25","0,16","0,14","0,04"
1408522,140098100,RUBEN DARIO-COLONIA EL TRABAJO,UTM - COLONIA EL TRABAJO,sept-25,MX68,6c:c3:b2:4e:e2:32,148.227.69.28,-3.133.036,-6.237.758,"MJ9C+VX3 Devoto, CÃ³rdoba","19,45",125,1,Starlink,2,"5,45","4,86","3,50","2,33","1,56","1,36","0,39"
1408964,140192901,VICENTE LOPEZ Y PLANES ANEXO-COLONIA FRONTERA NORTE,UTM - COLONIA FRONTERA NORTE,sept-25,MX68,e4:55:a8:8f:00:35,148.227.69.28,-31.108,-627.647,"-31.1080,-62.7647","6,96",35,1,Starlink,2,"1,95","1,74","1,25","0,83","0,56","0,49","0,14"
1408616,140114500,MAIPU-COLONIA GENERAL DEHEZA,UTM - COLONIA GENERAL DEHEZA,sept-25,MX68,08:f1:b3:7a:70:7a,2803:9810:b0f8:2c08:af1:b3ff:fe7a:707b,-316.305,-630.442,"-31.6305,-63.0442","2,75",24,1,Starlink,1,"0,77","0,69","0,50","0,33","0,22","0,19","0,06"
1408203,140028500,LUIS A BRAILE-COLONIA ITURRASPE,UTM - COLONIA ITURRASPE - LUIS A. BRAILE,sept-25,MX68,6c:c3:b2:62:26:e9,143.105.136.145,-3.120.256,-6.219.294,"QRW4+XR Freyre, CÃ³rdoba","88,04",203,1,Starlink,2,"24,65","22,01","15,85","10,56","7,04","6,16","1,76"
1408929,140185900,ARCELIA CARRERAS-COLONIA LA ARGENTINA,UTM - COLONIA LA ARGENTINA,sept-25,MX68,e4:55:a8:7d:30:33,143.105.136.145,-3.098.499,-6.301.627,"2X8M+2F5 Col. El Tostado, CÃ³rdoba","6,42",99,1,Starlink,2,"1,80","1,60","1,16","0,77","0,51","0,45","0,13"
1408885,140179300,JOSE DE SAN MARTIN-COLONIA LA CARMENSITA,UTM - COLONIA LA CARMENSITA,sept-25,MX68,08:f1:b3:7c:b7:0a,143.105.136.145,-337.691,-64.375,"-33.7691,-64.3750","3,46",59,1,Starlink,2,"0,97","0,86","0,62","0,41","0,28","0,24","0,07"
1408319,140052500,RICARDO ROJAS-COLONIA LA CELINA,UTM - COLONIA LA CELINA,sept-25,MX68,6c:c3:b2:62:1e:a5,148.222.223.6,-33.799.788,-62.915.318,"-33.799788	,-62.915318","44,94",278,1,Starlink,2,"12,58","11,23","8,09","5,39","3,59","3,15","0,90"
1408862,140172700,VICTOR MERCANTE-COLONIA LA LEONCITA,UTM - COLONIA LA LEONCITA,sept-25,MX68,6c:c3:b2:62:1e:ae,148.222.223.6,-3.211.844,-6.256.273,"VCJP+JWC San Antonio de Litin, CÃ³rdoba","4,26",94,1,Starlink,2,"1,19","1,06","0,77","0,51","0,34","0,30","0,09"
1408316,140052000,SARGENTO JUAN BAUTISTA CABRAL-COLONIA LA LOLA,UTM - COLONIA LA LOLA - SARGENTO JUAN B. CABRAL,sept-25,MX68,6c:c3:b2:62:1e:a4,148.222.223.6,-337.336.181,-628.536.576,"-33.7336181,	-62.8536576","4,55",45,1,Starlink,2,"1,28","1,14","0,82","0,55","0,36","0,32","0,09"
1408753,140146800,ALMIRANTE GUILLERMO BROWN-COLONIA LA MURIUCHA,UTM - COLONIA LA MURIUCHA,sept-25,MX68,6c:c3:b2:62:1e:ad,148.222.223.6,-3.256.819,-6.208.269,47VVCWJ8+PW,"16,80",105,1,Starlink,5,"4,70","4,20","3,02","2,02","1,34","1,18","0,34"
1408893,140180800,DOCTOR CARLOS SAAVEDRA LAMAS-COLONIA LA PIEDRA,UTM - COLONIA LA PIEDRA,sept-25,MX68,6c:c3:b2:62:1e:77,148.222.223.6,-3.301.444,-6.473.194,47RQX7P9+66,"26,91",460,1,Starlink,2,"7,54","6,73","4,84","3,23","2,15","1,88","0,54"
1408373,140060100,CABO PRIMERO WILFREDO MENDEZ-COLONIA LA PINTA,UTM - COLONIA LA PINTA,sept-25,MX68,08:f1:b3:de:9a:6e,148.222.223.6,-3.351.204,-6.402.764,"FXQC+5WQ Adelia MarÃ­a, CÃ³rdoba","12,29",69,1,Starlink,2,"3,44","3,07","2,21","1,47","0,98","0,86","0,25"
1409576,140389100,DOMINGO FAUSTINO SARMIENTO-COLONIA LA PROVIDENCIA,UTM - COLONIA LA PROVIDENCIA - DOMINGO F. SARMIENTO,sept-25,MX68,6c:c3:b2:62:1e:a1,148.227.74.150,-3.395.119,-6.361.331,47RR29XP+GM,"25,53",300,1,Starlink,2,"7,15","6,38","4,60","3,06","2,04","1,79","0,51"
1408531,140100100,GENERAL SAN MARTIN-COLONIA LA TAPERITA,UTM - COLONIA LA TAPERITA,sept-25,MX68,e4:55:a8:8e:ff:59,148.227.74.150,-3.167.226,-6.259.177,"8CH5+37X Campo la Luisa, CÃ³rdoba","2,83",25,1,Starlink,2,"0,79","0,71","0,51","0,34","0,23","0,20","0,06"
1409246,140276400,LUIS MARIA CAMPOS-COLONIA LA VERDE,UTM - COLONIA LA VERDE,sept-25,MX68,08:f1:b3:7c:ca:d8,2803:9810:b6ae:ed08:af1:b3ff:fe7c:cada,-3.276.144,-6.249.908,"6GQ2+C9F Cuatro Caminos, CÃ³rdoba","62,63",507,1,Starlink,6,"17,54","15,66","11,27","7,52","5,01","4,38","1,25"
1408370,140059600,INDEPENDENCIA-COLONIA LOS ALAMOS,UTM - COLONIA LOS ALAMOS,sept-25,MX68,6c:c3:b2:62:1f:3c,153.67.15.216,-3.364.700.366,-643.120.261.297,"-33.6470036600	,-64.3120261297","14,12",32,1,Starlink,2,"3,95","3,53","2,54","1,69","1,13","0,99","0,28"
1408696,140134100,JOSE INGENIEROS-COLONIA LOS CEIBOS,UTM - COLONIA LOS CEIBOS,sept-25,MX68,e4:55:a8:7d:39:63,153.67.15.216,-345.629,-635.005,"-34.5629,-63.5005","62,03",271,1,Starlink,2,"17,37","15,51","11,17","7,44","4,96","4,34","1,24"
1408589,140573603,I.P.E.M. N 425 - ANEXO COLONIA MAUNIER-COLONIA MAUNIER,UTM - COLONIA MAUNIER ANEXO,sept-25,MX68,08:f1:b3:7a:c7:df,2803:9810:39c3:f208:af1:b3ff:fe7a:c7e0,-305.909,-621.301,"-30.5909,-62.1301","5,70",115,1,Starlink,2,"1,60","1,43","1,03","0,68","0,46","0,40","0,11"
1408681,140132500,LIBERTADOR JORGE WASHINGTON-COLONIA MAUNIER NORTE,UTM - COLONIA MAUNIER NORTE,sept-25,MX68,6c:c3:b2:4d:d5:de,148.227.121.157,-3.054.662.581,-6.217.347.502,"-30.54662581,	-62.17347502","75,13",238,1,Starlink,2,"21,04","18,78","13,52","9,02","6,01","5,26","1,50"
1408755,140147100,RAFAEL OBLIGADO-COLONIA MOLLES,UTM - COLONIA MOLLES,sept-25,MX68,e4:55:a8:7d:38:44,148.227.121.157,-324.411,-621.809,"-32.4411,-62.1809","0,56",11,1,Starlink,2,"0,16","0,14","0,10","0,07","0,05","0,04","0,01"
1408766,140149600,JUAN BAUTISTA BUSTOS-COLONIA NUEVA FRANCIA,UTM - COLONIA NUEVA FRANCIA,sept-25,MX68,08:f1:b3:7b:5d:5f,148.227.121.157,-314.886.578,-626.459.075,"-31.4886578,	-62.6459075","31,68",182,1,Starlink,2,"8,87","7,92","5,70","3,80","2,53","2,22","0,63"
1408609,140113500,JUAN JOSE PASO-COLONIA NUEVA SAMPACHO,UTM - COLONIA NUEVA SAMPACHO,sept-25,MX68,6c:c3:b2:4d:e0:03,148.227.69.7,-3.327.581,-6.468.731,47RQP8F7+M3,"1,96",77,1,Starlink,2,"0,55","0,49","0,35","0,24","0,16","0,14","0,04"
1408369,140059500,LUCIO V. MANSILLA-COLONIA ORCOVI,UTM - COLONIA ORCOVI - LUCIO V. MANSILLA,sept-25,MX68,e4:55:a8:7d:39:51,148.227.69.7,-3.352.969,-6.437.408,"FJCG+49F San Basilio, CÃ³rdoba","18,63",115,1,Starlink,2,"5,22","4,66","3,35","2,24","1,49","1,30","0,37"
1409159,140249000,GENERAL ESTANISLAO LOPEZ-COLONIA PALO LABRADO,UTM - COLONIA PALO LABRADO,sept-25,MX68,08:f1:b3:7a:d5:e3,148.227.69.7,-3.105.856,-6.203.494,"WXR8+H2 PorteÃ±a, CÃ³rdoba, Argentina","4,68",66,1,Starlink,2,"1,31","1,17","0,84","0,56","0,37","0,33","0,09"
1408856,140172000,THOMAS ALVA EDISON-COLONIA PICO CHACO,UTM - COLONIA PICO CHACO,sept-25,MX68,6c:c3:b2:4e:e4:55,148.227.69.152,-3.238.023.581,-6.278.954.648,"-32.38023581, -62.78954648","14,09",121,1,Starlink,2,"3,95","3,52","2,54","1,69","1,13","0,99","0,28"
1408888,140179700,CAPITAN DE NAVIO SANTIAGO J ALBARRACIN-COLONIA PUEYRREDON,UTM - COLONIA PUEYRREDON,sept-25,MX68,e4:55:a8:7d:3a:0f,148.227.69.152,-339.311.677,-643.819.162,"-33.9311677000, -64.3819162000","15,65",300,1,Starlink,2,"4,38","3,91","2,82","1,88","1,25","1,10","0,31"
1408124,140009500,ALEJO CARMEN GUZMAN-COLONIA SAGRADA FAMILIA,UTM - COLONIA SAGRADA FAMILIA,sept-25,MX68,08:f1:b3:7d:2d:83,2803:9810:3901:5a08:af1:b3ff:fe7d:2d84,-3.133.936,-634.867,"MG67+783 Pedro E. Vivas, CÃ³rdoba","15,00",155,1,Starlink,2,"4,20","3,75","2,70","1,80","1,20","1,05","0,30"
1408188,140024000,JONAS SALK-COLONIA SAN JOSE DE AGUAS COLORADAS,UTM - COLONIA SAN JOSE DE AGUAS COLORADAS,sept-25,MX68,6c:c3:b2:4d:1a:a8,153.67.181.99,-319.025,-630.513,"-31.9025,-63.0513","14,19",210,1,Starlink,2,"3,97","3,55","2,55","1,70","1,14","0,99","0,28"
1408485,140085000,ALFONSINA STORNI-COLONIA SANTA ANA,UTM - COLONIA SANTA ANA,sept-25,MX68,e4:55:a8:7d:1c:0e,153.67.181.99,-3.426.444,-6.357.356,47QRPCPG+6H,"17,49",56,1,Starlink,2,"4,90","4,37","3,15","2,10","1,40","1,22","0,35"
1409055,140215600,JONAS SALK-COLONIA SANTA CATALINA,UTM - COLONIA SANTA CATALINA,sept-25,MX68,08:f1:b3:75:1c:3d,153.67.181.99,-3.459.371,-6.369.145,"C845+GC7 San Joaquin, CÃ³rdoba","5,84",103,1,Starlink,2,"1,63","1,46","1,05","0,70","0,47","0,41","0,12"
1408201,140028600,LUIS MARIA DRAGO-COLONIA SANTA RITA,UTM - COLONIA SANTA RITA,sept-25,MX68,6c:c3:b2:4c:5d:b7,148.227.69.226,-3.119.469,-6.225.569,"RP4V+4P Col. Anita, CÃ³rdoba","20,89",182,1,Starlink,6,"5,85","5,22","3,76","2,51","1,67","1,46","0,42"
1408491,140086600,LIBERTAD-COLONIA SANTA RITA 2,UTM - COLONIA SANTA RITA 2,sept-25,MX68,e4:55:a8:54:0b:26,148.227.69.226,-322.871,-63.352,"-32.2871,-63.3520","1,37",28,1,Starlink,2,"0,38","0,34","0,25","0,16","0,11","0,10","0,03"
1408495,140087000,ROSARIO VERA PEÃ‘ALOZA-COLONIA SILVIO PELLICO,UTM - COLONIA SILVIO PELLICO,sept-25,MX68,08:f1:b3:75:4b:5d,148.227.69.226,-3.223.727,-6.300.833,-32.2366173 -63.0117410,"0,62",31,1,Starlink,2,"0,17","0,16","0,11","0,07","0,05","0,04","0,01"
1409067,140217500,GENERAL LAMADRID-COLONIA TIROLESA,UTM - COLONIA TIROLESA - GENERAL LAMADRID,sept-25,MX68,6c:c3:b2:4d:1b:69,153.67.181.208,-3.126.116,-6.396.186,"-31.2562626000,-63.9533565000","4,47",119,1,Starlink,2,"1,25","1,12","0,80","0,54","0,36","0,31","0,09"
1408518,140097000,CONSTANCIO CECILIO VIGIL-COLONIA UNIDAD,UTM - COLONIA UNIDAD,sept-25,MX68,e4:55:a8:54:0c:a9,153.67.181.208,-3.148.561,-6.225.948,"GP7R+Q62 Devoto, CÃ³rdoba","4,25",117,1,Starlink,2,"1,19","1,06","0,76","0,51","0,34","0,30","0,08"
1409411,140347600,VICENTE AGUERO-COLONIA VICENTE AGÃœERO,UTM - COLONIA VICENTE AGÃœERO,sept-25,MX68,14:9f:43:29:93:90,153.67.181.208,-310.284,-640.175,"-31.0284,-64.0175","10,46",113,1,Starlink,2,"2,93","2,62","1,88","1,26","0,84","0,73","0,21"
1400861,140061900,ESTEBAN ECHEVERRIA-COLONIA YUCAT SUD,UTM - COLONIA YUCAT SUD,sept-25,MX68,6c:c3:b2:62:26:47,148.227.75.116,-32.360.774,-63.504.163,"-32.360774,	-63.504163","9,79",39,1,Starlink,2,"2,74","2,45","1,76","1,17","0,78","0,69","0,20"
1408913,140183600,ESCRIBANO FRANCISCO CORNAVACA-COMECHINGONES,UTM - COMECHINGONES,sept-25,MX68,e4:55:a8:7d:3a:7e,148.227.75.116,-311.727,-636.092.318.571,"-31.1727	,-63.6092318571","3,19",73,1,Starlink,2,"0,89","0,80","0,57","0,38","0,26","0,22","0,06"
1408772,140150400,FRANCISCO NARCISO LAPRIDA-CONLARA,UTM - CONLARA,sept-25,MX68,08:f1:b3:79:5a:9a,148.227.75.116,-320.816,-652.304,"-32.0816,-65.2304","2,18",67,1,Starlink,2,"0,61","0,55","0,39","0,26","0,17","0,15","0,04"
1409829,140541002,I.P.E.M. N 368 - GIUSEPPE PASCHETTA - ANEXO CONLARA-CONLARA,UTM - CONLARA - ANEXO,sept-25,MX68,6c:c3:b2:4e:df:88,148.222.223.174,-320.819,-652.305,"-32.0819,-65.2305","20,78",100,1,Starlink,2,"5,82","5,19","3,74","2,49","1,66","1,45","0,42"
1409833,140581001,I.P.E.M. N 434 - ANEXO COPACABANA-COPACABANA,UTM - COPACABANA ANEXO,sept-25,MX68,e4:55:a8:8f:00:81,148.222.223.174,-306.455,-645.192,"-30.6455,-64.5192","5,46",54,1,Starlink,2,"1,53","1,37","0,98","0,66","0,44","0,38","0,11"
1408365,140059000,TENIENTE GENERAL PEDRO EUGENIO ARAMBURU-CORONEL MOLDES,UTM - CORONEL MOLDES,sept-25,MX68,08:f1:b3:7d:40:33,148.222.223.174,-3.374.660.674,-6.487.908.608,"-33.74660674,	-64.87908608","1,34",27,1,Starlink,2,"0,37","0,33","0,24","0,16","0,11","0,09","0,03"
1408102,140230700,OLEGARIO VICTOR ANDRADE-COSME NORTE,UTM - COSME NORTE,sept-25,MX68,6c:c3:b2:4e:df:25,148.222.194.11,-31.716.999.698.570.100,-6.411.781.485.983.510,"-31.716999698570124	,-64.11781485983515","14,78",97,1,Starlink,2,"4,14","3,70","2,66","1,77","1,18","1,03","0,30"
1409712,140472201,I.P.E.M. N 303 - LIBERTADOR GENERAL SAN MARTIN - ANEXO COSTA ALEGRE-COSTA ALEGRE,UTM - COSTA ALEGRE ANEXO,sept-25,MX68,e4:55:a8:8f:00:5f,148.222.194.11,-314.985,-6.344.977,"-31.4985,-63.4498","3,32",79,1,Starlink,2,"0,93","0,83","0,60","0,40","0,27","0,23","0,07"
1408629,140117800,JOSE HERNANDEZ-COSTA DEL CARMEN,UTM - COSTA DEL CARMEN,sept-25,MX68,08:f1:b3:79:30:a8,148.222.194.11,-3.150.732,-6.327.245,"-31.5076,-63.2734","5,60",35,1,Starlink,2,"1,57","1,40","1,01","0,67","0,45","0,39","0,11"
1409003,140199200,JUSTO JOSE DE URQUIZA-COSTA DEL TAMBO,UTM - COSTA DEL TAMBO,sept-25,MX68,6c:c3:b2:4e:df:2e,153.67.7.179,-3.294.781,-6.451.306,47VQ3F2P+VQ,"26,22",256,1,Starlink,2,"7,34","6,55","4,72","3,15","2,10","1,84","0,52"
1408173,140457400,I.P.E.M. N 305 AGRONOMO JORGE BLACQUE BELAIR-COSTASACATE,UTM - COSTASACATE - AGRONOMO JORGE BLACQUE BELAIR,sept-25,MX68,e4:55:a8:8e:ff:96,153.67.7.179,-3.164.371,-6.375.852,"964R+GH9 Costa Sacate, CÃ³rdoba","45,30",275,1,Starlink,2,"12,68","11,32","8,15","5,44","3,62","3,17","0,91"
1408691,140133500,JOSE MARIA PAZ-COTAGAITA,UTM - COTAGAITA,sept-25,MX68,08:f1:b3:7d:3e:86,153.67.7.179,-3.091.769,-6.207.056,47XV3WJH+WQ,"21,97",99,1,Starlink,5,"6,15","5,49","3,95","2,64","1,76","1,54","0,44"
